report_id,timestamp,source,user_handle,state,district,latitude,longitude,text,event_type,severity,source_credibility,label_is_fake,near_dup_of
3845323d,2026-09-05 05:30:00,instagram,@user91577,Maharashtra,Ratnagiri,17.01043,73.34226,"Ratnagiri experiencing heavy rainfall since morning, visibility very low on the highway. #Flood",rainfall,moderate,0.42,0,
c1958962,2026-09-05 17:30:00,instagram,@user70526,Jammu and Kashmir,Srinagar,34.03895,74.7937,Farmers in Srinagar worried as heavy rainfall continues for the third day. #ColdWave,rainfall,moderate,0.52,0,62b52b7b
707f6f9a,2026-07-29 05:51:00,facebook,@user91148,Unverified,Amritsar,31.63563,74.8785,"URGENT: dam near Amritsar about to burst, everyone evacuate NOW, forward to everyone you know #Flood",rainfall,unverified,0.07,1,
4edf08fe,2026-05-28 09:31:00,citizen_app,@user40498,Rajasthan,Barmer,25.79262,71.41953,"Update from Barmer: a heatwave continuing, local authorities have issued an advisory. #Cyclone #StaySafe #IMD",heatwave,severe,0.82,0,
358f7782,2026-05-28 18:59:00,facebook,@user63406,Rajasthan,Barmer,25.77568,71.41389,"Barmer traffic disrupted due to a heatwave, several vehicles stranded on the flyover. #Cyclone #WeatherAlert #DustStorm",heatwave,severe,0.55,0,
42b74c7a,2026-01-16 12:05:00,facebook,@user39828,Haryana,Karnal,29.70252,76.99268,"School closed today in Karnal because of a cold wave, notice came in this morning. #DustStorm #Monsoon2026",cold_wave,moderate,0.49,0,
35800595,2026-09-05 18:43:00,instagram,@user91507,Gujarat,Surat,21.15076,72.85488,"Citizen report: heavy rainfall in Surat. Water level rising near the river bank, please avoid the area. #RainAlert #ColdWave",rainfall,moderate,0.46,0,
08613b88,2026-05-30 13:00:00,news_wire,@DistrictAdmin_Official,Uttar Pradesh,Jhansi,25.43292,78.59263,"Jhansi traffic disrupted due to a heatwave, several vehicles stranded on the flyover. #Cyclone #Flood",heatwave,moderate,0.93,0,b38fa2c5
57ebc0b2,2026-09-05 11:33:00,whatsapp_forward,@user75714,Delhi,Noida,28.51589,77.43546,"BREAKING!!! Noida completely underwater, govt hiding the truth, share before it gets deleted!!! #RainAlert",rainfall,severe,0.35,1,9ec4d6d3
d99244f0,2026-06-04 21:44:00,whatsapp_forward,@user62628,Delhi,New Delhi,28.60042,77.1669,"BREAKING!!! New Delhi completely underwater, govt hiding the truth, share before it gets deleted!!! #Flood #Cyclone",dust_storm,moderate,0.17,1,
fda72bf8,2026-09-02 23:40:00,whatsapp_forward,@user55293,Odisha,Keonjhar,21.66631,85.55667,Just saw flooding hit Keonjhar - power supply flickering in our area. #ColdWave #Monsoon2026 #Flood,flood,severe,0.23,0,84c3d501
7ae2720d,2026-09-01 23:56:00,twitter,@user28869,Delhi,New Delhi,28.64073,77.16459,"New Delhi traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #WeatherAlert #RainAlert",rainfall,moderate,0.58,0,
2315c7c1,2026-05-30 13:07:00,instagram,@user90650,Uttar Pradesh,Banda,25.50836,80.31734,NDRF teams reportedly moving into Banda as a heatwave worsens. #WeatherAlert,heatwave,moderate,0.46,0,142ea3c7
efcfe1d0,2026-01-16 23:41:00,instagram,@user61418,Haryana,Karnal,29.72249,76.99185,"IMD had warned about this — a cold wave now active over Karnal, Haryana. #Flood #HeatWave",cold_wave,moderate,0.53,0,
c08fb0c6,2026-06-02 17:43:00,twitter,@user15733,Rajasthan,Bikaner,27.99533,73.28457,"URGENT: dam near Bikaner about to burst, everyone evacuate NOW, forward to everyone you know #HeatWave #RainAlert",dust_storm,moderate,0.21,1,
4fcecc8e,2026-05-30 08:21:00,twitter,@user33737,Uttar Pradesh,Jhansi,25.41173,78.55383,"Jhansi traffic disrupted due to a heatwave, several vehicles stranded on the flyover. #DustStorm",heatwave,moderate,0.62,0,
264b3ebf,2026-09-01 11:44:00,citizen_app,@user51196,Uttar Pradesh,Moradabad,28.83325,78.77173,Farmers in Moradabad worried as heavy rainfall continues for the third day. #Monsoon2026 #DustStorm,rainfall,moderate,0.7,0,
a5cc0469,2026-09-06 11:58:00,twitter,@user96466,Bihar,Muzaffarpur,26.15067,85.40157,"Heavy heavy rainfall reported in Muzaffarpur, Bihar right now. Roads getting waterlogged near main market. #WeatherAlert #Flood #Cyclone",rainfall,moderate,0.51,0,
f8d5546a,2026-09-05 18:44:00,whatsapp_forward,@user82948,Jammu and Kashmir,Jammu,32.76671,74.90379,"100% confirmed Jammu bridge collapsed due to heavy rainfall, hundreds missing (unverified forward) #WeatherAlert #HeatWave",rainfall,moderate,0.22,1,
9bf018c8,2026-06-02 09:11:00,twitter,@user44888,Rajasthan,Bikaner,28.06855,73.29008,"Bikaner experiencing a dust storm since morning, visibility very low on the highway. #WeatherAlert #IMD",dust_storm,moderate,0.57,0,
766ebf89,2026-09-02 12:29:00,instagram,@user65665,Odisha,Sambalpur,21.44797,83.93424,"Sambalpur mein bahut zyada flooding ho raha hai, sadkon par paani bhar gaya hai. #Cyclone #HeatWave",flood,severe,0.55,0,
6b963882,2026-09-02 20:14:00,facebook,@user50207,Odisha,Balasore,21.48791,86.96557,"Balasore flooded because of cloud seeding conspiracy by neighbouring country, spread the word #DustStorm #IMD",flood,severe,0.28,1,
0b6bd383,2026-09-02 09:50:00,facebook,@user28124,Odisha,Keonjhar,21.66623,85.54344,NDRF teams reportedly moving into Keonjhar as flooding worsens. #DustStorm #ColdWave #Flood,flood,severe,0.51,0,
47f6d72c,2026-09-01 19:32:00,facebook,@user13999,Uttar Pradesh,Lucknow,26.82891,80.91103,NDRF teams reportedly moving into Lucknow as heavy rainfall worsens. #DustStorm #ColdWave #HeatWave,rainfall,moderate,0.51,0,6f2f190d
c4d6cc1b,2026-09-03 20:49:00,whatsapp_forward,@user11986,West Bengal,Malda,25.03494,88.16725,"Malda traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #HeatWave",rainfall,moderate,0.21,0,
563718e4,2026-06-04 16:26:00,citizen_app,@user71189,Delhi,Dwarka,28.55134,77.08616,"IMD had warned about this — a dust storm now active over Dwarka, Delhi. #RainAlert",dust_storm,moderate,0.79,0,b8825b72
9dcd4742,2026-09-05 21:52:00,twitter,@user8157,Gujarat,Ahmedabad,23.00679,72.55828,"Update from Ahmedabad: heavy rainfall continuing, local authorities have issued an advisory. #RainAlert",rainfall,moderate,0.53,0,9d95a264
37f0f8a1,2026-09-05 05:36:00,instagram,@user96802,Jammu and Kashmir,Srinagar,34.08464,74.80251,Just saw heavy rainfall hit Srinagar - power supply flickering in our area. #ColdWave,rainfall,moderate,0.4,0,
7615dd3a,2026-09-05 20:26:00,facebook,@user73459,Gujarat,Rajkot,22.34847,70.77617,Farmers in Rajkot worried as heavy rainfall continues for the third day. #WeatherAlert #RainAlert,rainfall,moderate,0.37,0,
ff7e710b,2026-09-02 16:54:00,instagram,@user23613,Odisha,Keonjhar,21.67629,85.56304,NDRF teams reportedly moving into Keonjhar as flooding worsens. #DustStorm,flood,severe,0.51,0,
9e442415,2026-09-05 20:47:00,whatsapp_forward,@user44610,Maharashtra,Margao,15.27708,73.96792,"Heavy heavy rainfall reported in Margao, Maharashtra right now. Roads getting waterlogged near main market. #WeatherAlert #Monsoon2026",rainfall,moderate,0.29,0,
2fd5cc57,2026-09-05 12:16:00,citizen_app,@user41536,Maharashtra,Margao,15.2695,74.00777,"Margao ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #IMD",rainfall,moderate,0.78,0,
be78f22d,2026-08-17 14:11:00,twitter,@user89987,Unverified,Noida,28.51037,77.40885,"My cousin's friend said Noida got 10 feet of water in one hour, whole city gone, unbelievable #WeatherAlert #HeatWave",dust_storm,unverified,0.29,1,
9a8f6ed6,2026-09-01 07:29:00,facebook,@user83544,Delhi,Karol Bagh,28.66918,77.16336,"Heavy heavy rainfall reported in Karol Bagh, Delhi right now. Roads getting waterlogged near main market. #Monsoon2026",rainfall,moderate,0.47,0,
41770324,2026-09-06 14:39:00,twitter,@user81837,Bihar,Gaya,24.74729,84.98889,"School closed today in Gaya because of heavy rainfall, notice came in this morning. #ColdWave #Monsoon2026",rainfall,moderate,0.52,0,
80f2e5f0,2026-09-07 15:01:00,citizen_app,@user18527,Assam,Dibrugarh,27.52076,94.93278,"Citizen report: flooding in Dibrugarh. Water level rising near the river bank, please avoid the area. #RainAlert #Monsoon2026",flood,moderate,0.78,0,2f9f2412
2483cbe0,2026-09-07 07:03:00,citizen_app,@user18047,Assam,Guwahati,26.15274,91.76848,"Update from Guwahati: flooding continuing, local authorities have issued an advisory. #ColdWave #Cyclone #WeatherAlert",flood,moderate,0.75,0,
0fe8fcee,2026-09-05 10:35:00,whatsapp_forward,@user45238,Delhi,Noida,28.52702,77.35155,"School closed today in Noida because of heavy rainfall, notice came in this morning. #ColdWave #WeatherAlert #Flood",rainfall,severe,0.28,0,
2a53d705,2026-09-05 19:34:00,whatsapp_forward,@user70945,Rajasthan,Udaipur,24.55592,73.73321,"Citizen report: heavy rainfall in Udaipur. Water level rising near the river bank, please avoid the area. #DustStorm",rainfall,moderate,0.21,0,
5922da3e,2026-09-01 07:48:00,citizen_app,@user17483,Delhi,Dwarka,28.55329,77.0323,Just saw heavy rainfall hit Dwarka - power supply flickering in our area. #WeatherAlert #Cyclone #Monsoon2026,rainfall,moderate,0.68,0,
5a3c869b,2026-09-01 14:14:00,whatsapp_forward,@user57881,Uttar Pradesh,Kanpur,26.4379,80.31357,"School closed today in Kanpur because of heavy rainfall, notice came in this morning. #IMD #WeatherAlert #RainAlert",rainfall,moderate,0.35,0,
45f662b6,2026-09-02 09:50:00,news_wire,@IMDWeather_Alt,Odisha,Balasore,21.47413,86.9381,"Balasore traffic disrupted due to flooding, several vehicles stranded on the flyover. #StaySafe #DustStorm #ColdWave",flood,severe,0.9,0,
6fa075ef,2026-09-05 13:33:00,citizen_app,@user32359,Rajasthan,Jaipur,26.93307,75.79667,"School closed today in Jaipur because of heavy rainfall, notice came in this morning. #Flood #RainAlert #Cyclone",rainfall,moderate,0.84,0,
cb1be4a1,2026-09-05 08:34:00,news_wire,@NDRFHQ_Watch,Rajasthan,Alwar,27.51245,76.65986,"Citizen report: heavy rainfall in Alwar. Water level rising near the river bank, please avoid the area. #HeatWave #Cyclone #DustStorm",rainfall,moderate,0.96,0,32d6aee0
df87c435,2026-09-03 11:29:00,citizen_app,@user25979,West Bengal,Kolkata,22.59685,88.35482,Just saw heavy rainfall hit Kolkata - power supply flickering in our area. #ColdWave,rainfall,moderate,0.79,0,6f258020
b2c69667,2026-01-14 18:38:00,news_wire,@NDRFHQ_Watch,Punjab,Ludhiana,30.86129,75.88662,Just saw a cold wave hit Ludhiana - power supply flickering in our area. #Monsoon2026 #ColdWave #Cyclone,cold_wave,moderate,0.96,0,
35d394ad,2026-09-05 09:54:00,citizen_app,@user97969,Gujarat,Surat,21.13986,72.81402,"IMD had warned about this — heavy rainfall now active over Surat, Gujarat. #Cyclone",rainfall,moderate,0.76,0,
a670340d,2026-09-03 17:23:00,facebook,@user11202,West Bengal,Kharagpur,22.37826,87.30611,"Kharagpur flooded because of cloud seeding conspiracy by neighbouring country, spread the word #HeatWave #StaySafe",rainfall,moderate,0.1,1,
d2593366,2026-05-30 13:54:00,whatsapp_forward,@user63689,Uttar Pradesh,Prayagraj,25.45234,81.87643,"Abhi Prayagraj mein a heatwave shuru hua, log ghar ke andar hi hain. #StaySafe #WeatherAlert",heatwave,moderate,0.28,0,ba7ea843
4fe412b8,2026-09-02 07:12:00,whatsapp_forward,@user78015,Chhattisgarh,Surguja,23.15071,83.15625,"Heavy flooding reported in Surguja, Chhattisgarh right now. Roads getting waterlogged near main market. #ColdWave #IMD",flood,severe,0.29,0,
17ecaad1,2026-09-01 22:00:00,whatsapp_forward,@user91573,Delhi,Rohini,28.69985,77.08361,"Update from Rohini: heavy rainfall continuing, local authorities have issued an advisory. #Monsoon2026 #StaySafe #ColdWave",rainfall,moderate,0.33,0,
f3a4cc32,2026-09-02 13:15:00,instagram,@user65985,Odisha,Mayurbhanj,21.92781,86.69603,"IMD had warned about this — flooding now active over Mayurbhanj, Odisha. #WeatherAlert #DustStorm",flood,severe,0.47,0,d45a2ddd
91ea99ff,2026-09-04 22:54:00,whatsapp_forward,@user53219,Jharkhand,Jamshedpur,22.80456,86.25246,"Citizen report: heavy rainfall in Jamshedpur. Water level rising near the river bank, please avoid the area. #HeatWave #Cyclone",rainfall,moderate,0.17,0,aa1df800
4419140d,2026-09-05 07:27:00,facebook,@user68713,Delhi,New Delhi,28.61996,77.19848,"New Delhi traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #RainAlert #HeatWave",rainfall,severe,0.5,0,
e0050336,2026-09-04 09:33:00,instagram,@user4744,Jharkhand,Dhanbad,23.80751,86.38883,Just saw heavy rainfall hit Dhanbad - power supply flickering in our area. #HeatWave #Monsoon2026 #Flood,rainfall,moderate,0.36,0,
b56c0008,2026-09-01 22:21:00,twitter,@user16118,Delhi,Karol Bagh,28.64175,77.16876,"IMD had warned about this — heavy rainfall now active over Karol Bagh, Delhi. #StaySafe #ColdWave",rainfall,moderate,0.63,0,
f8d35a4c,2026-09-03 06:35:00,whatsapp_forward,@user71736,West Bengal,Kharagpur,22.36941,87.35866,"Kharagpur ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #Cyclone #RainAlert",rainfall,moderate,0.24,0,
bc843c89,2026-09-02 18:27:00,twitter,@user11803,Odisha,Sundargarh,22.07345,84.00952,"BREAKING!!! Sundargarh completely underwater, govt hiding the truth, share before it gets deleted!!! #StaySafe #HeatWave",flood,severe,0.24,1,
02f03e3a,2026-09-04 14:23:00,citizen_app,@user21410,Jharkhand,Dhanbad,23.79805,86.44435,"School closed today in Dhanbad because of heavy rainfall, notice came in this morning. #RainAlert #WeatherAlert #Monsoon2026",rainfall,moderate,0.71,0,8853d3a2
ee00d56d,2026-09-03 23:45:00,whatsapp_forward,@user15538,Madhya Pradesh,Jabalpur,23.22329,79.95655,"Scientists confirm heavy rainfall in Jabalpur caused by secret weather weapon testing, wake up people #DustStorm",rainfall,severe,0.17,1,
b57ee671,2026-08-12 19:01:00,facebook,@user4463,Unverified,Hisar,29.14958,75.74022,"My cousin's friend said Hisar got 10 feet of water in one hour, whole city gone, unbelievable #ColdWave #Monsoon2026",dust_storm,unverified,0.34,1,
f195b967,2026-01-16 21:06:00,news_wire,@DistrictAdmin_Official,Haryana,Karnal,29.66975,77.0219,"Citizen report: a cold wave in Karnal. Water level rising near the river bank, please avoid the area. #Monsoon2026 #Flood",cold_wave,moderate,0.84,0,
377f85d5,2026-09-05 17:40:00,citizen_app,@user22753,Uttarakhand,Rudraprayag,30.30315,79.01115,"Rudraprayag mein bahut zyada heavy rainfall ho raha hai, sadkon par paani bhar gaya hai. #IMD #DustStorm",rainfall,severe,0.76,0,
2979038f,2026-09-02 06:37:00,whatsapp_forward,@user69712,Chhattisgarh,Jashpur,22.91848,84.16253,NDRF teams reportedly moving into Jashpur as flooding worsens. #HeatWave #RainAlert,flood,severe,0.28,0,
ded30cd1,2026-09-02 06:05:00,instagram,@user50436,Odisha,Balasore,21.48389,86.91901,Just saw flooding hit Balasore - power supply flickering in our area. #RainAlert #HeatWave #WeatherAlert,flood,severe,0.46,0,da9df0cb
1a16550a,2026-08-10 13:24:00,facebook,@user9906,Unverified,Korba,22.31959,82.74997,"Korba flooded because of cloud seeding conspiracy by neighbouring country, spread the word #IMD #RainAlert",cold_wave,unverified,0.32,1,
4c46d58a,2026-05-30 10:25:00,twitter,@user14282,Uttar Pradesh,Jhansi,25.39899,78.56454,"Scientists confirm a heatwave in Jhansi caused by secret weather weapon testing, wake up people #IMD",heatwave,moderate,0.21,1,b38fa2c5
44c4b077,2026-09-02 22:51:00,citizen_app,@user98080,Odisha,Sambalpur,21.41813,83.9302,"Update from Sambalpur: flooding continuing, local authorities have issued an advisory. #IMD",flood,severe,0.78,0,b1dbef0f
5b0545d5,2026-09-07 20:46:00,news_wire,@CitizenReporterIN,Assam,Guwahati,26.14713,91.74502,"IMD had warned about this — flooding now active over Guwahati, Assam. #Monsoon2026 #ColdWave #Cyclone",flood,moderate,0.96,0,6bc60906
6d7a187a,2026-09-05 18:55:00,whatsapp_forward,@user92146,Jammu and Kashmir,Srinagar,34.0481,74.83579,"Update from Srinagar: heavy rainfall continuing, local authorities have issued an advisory. #Flood",rainfall,moderate,0.27,0,
9b13fb05,2026-09-06 19:26:00,whatsapp_forward,@user1863,Bihar,Muzaffarpur,26.14576,85.35053,"Update from Muzaffarpur: heavy rainfall continuing, local authorities have issued an advisory. #RainAlert",rainfall,moderate,0.2,0,
7e49f3b5,2026-09-02 22:29:00,twitter,@user41392,Chhattisgarh,Surguja,23.07509,83.19804,Farmers in Surguja worried as flooding continues for the third day. #Monsoon2026 #IMD,flood,severe,0.59,0,
5c58f237,2026-09-05 14:10:00,news_wire,@CitizenReporterIN,Rajasthan,Alwar,27.53381,76.62916,"Alwar ka mausam kharab, heavy rainfall ki wajah se traffic ruk gaya hai. #ColdWave #Monsoon2026",rainfall,moderate,0.95,0,
35934709,2026-09-05 14:28:00,twitter,@user77767,Gujarat,Ahmedabad,23.05511,72.52207,"Ahmedabad mein bahut zyada heavy rainfall ho raha hai, sadkon par paani bhar gaya hai. #Flood",rainfall,moderate,0.63,0,
bae1a55b,2026-09-02 21:02:00,twitter,@user10034,Odisha,Sambalpur,21.50849,83.95759,"Sambalpur experiencing flooding since morning, visibility very low on the highway. #IMD #Flood #RainAlert",flood,severe,0.63,0,
f35f9ee8,2026-09-03 12:53:00,twitter,@user19705,West Bengal,Malda,25.0336,88.17323,NDRF teams reportedly moving into Malda as heavy rainfall worsens. #Monsoon2026 #Flood,rainfall,moderate,0.61,0,
9fb4af93,2026-09-05 14:16:00,citizen_app,@user41340,Uttarakhand,Rudraprayag,30.3345,78.9726,Just saw heavy rainfall hit Rudraprayag - power supply flickering in our area. #RainAlert,rainfall,severe,0.71,0,
02e31ba7,2026-09-05 07:15:00,whatsapp_forward,@user12980,Delhi,New Delhi,28.66078,77.21711,NDRF teams reportedly moving into New Delhi as heavy rainfall worsens. #DustStorm,rainfall,severe,0.29,0,
17c5c85f,2026-01-14 13:59:00,news_wire,@IMDWeather_Alt,Punjab,Ludhiana,30.88528,75.84198,"Heavy a cold wave reported in Ludhiana, Punjab right now. Roads getting waterlogged near main market. #StaySafe",cold_wave,moderate,0.84,0,
eb7b96dd,2026-09-02 16:34:00,citizen_app,@user62736,Odisha,Sundargarh,22.11953,84.08107,"Update from Sundargarh: flooding continuing, local authorities have issued an advisory. #Cyclone #ColdWave",flood,severe,0.84,0,
d61c759b,2026-07-29 15:59:00,whatsapp_forward,@user35410,Unverified,Gurugram,28.44743,77.04259,"BREAKING!!! Gurugram completely underwater, govt hiding the truth, share before it gets deleted!!! #IMD #StaySafe",flood,unverified,0.45,1,
3fca89e0,2026-09-01 15:16:00,citizen_app,@user53976,Uttar Pradesh,Meerut,28.96748,77.72577,"Meerut traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #IMD #Monsoon2026 #WeatherAlert",rainfall,moderate,0.82,0,
edb1aa1a,2026-09-02 22:35:00,whatsapp_forward,@user3192,Odisha,Balasore,21.48152,86.94348,"School closed today in Balasore because of flooding, notice came in this morning. #Monsoon2026 #IMD #StaySafe",flood,severe,0.26,0,
493121f4,2026-05-30 18:04:00,whatsapp_forward,@user35167,Uttar Pradesh,Banda,25.44037,80.37131,"URGENT: dam near Banda about to burst, everyone evacuate NOW, forward to everyone you know #Cyclone",heatwave,moderate,0.11,1,
e2f06bb7,2026-09-02 05:31:00,facebook,@user24028,Chhattisgarh,Raipur,21.20217,81.60974,"IMD had warned about this — flooding now active over Raipur, Chhattisgarh. #DustStorm #WeatherAlert",flood,severe,0.38,0,
1f273b4f,2026-09-05 13:12:00,twitter,@IMDWeather_Alt,Jammu and Kashmir,Udhampur,32.8781,75.10137,"Citizen report: heavy rainfall in Udhampur. Water level rising near the river bank, please avoid the area. #HeatWave",rainfall,moderate,0.46,0,
cbb241b2,2026-09-02 12:22:00,facebook,@user7416,Odisha,Sambalpur,21.48737,83.98593,"Citizen report: flooding in Sambalpur. Water level rising near the river bank, please avoid the area. #WeatherAlert",flood,severe,0.49,0,
24c3dc32,2026-09-02 21:35:00,whatsapp_forward,@user32685,Chhattisgarh,Jashpur,22.87282,84.10437,"Citizen report: flooding in Jashpur. Water level rising near the river bank, please avoid the area. #Flood #DustStorm",flood,severe,0.24,0,
1ab3eed5,2026-07-19 11:31:00,twitter,@user47787,Unverified,Howrah,22.60641,88.26147,"100% confirmed Howrah bridge collapsed due to a heatwave, hundreds missing (unverified forward) #WeatherAlert",heatwave,unverified,0.23,1,
b2d0e8ef,2026-09-03 17:19:00,whatsapp_forward,@user39602,Madhya Pradesh,Jabalpur,23.14892,80.03327,NDRF teams reportedly moving into Jabalpur as heavy rainfall worsens. #RainAlert #Flood,rainfall,severe,0.18,0,
01507505,2026-09-05 15:38:00,news_wire,@DistrictAdmin_Official,Delhi,Noida,28.57885,77.43125,"Citizen report: heavy rainfall in Noida. Water level rising near the river bank, please avoid the area. #ColdWave #Cyclone",rainfall,severe,0.91,0,9ec4d6d3
d735ffef,2026-09-05 05:06:00,twitter,@user9942,Maharashtra,Ratnagiri,16.95494,73.30746,"School closed today in Ratnagiri because of heavy rainfall, notice came in this morning. #Flood",rainfall,moderate,0.55,0,d009cfef
c7c45c80,2026-09-01 20:05:00,facebook,@user54523,Uttar Pradesh,Meerut,29.01664,77.71402,"School closed today in Meerut because of heavy rainfall, notice came in this morning. #Flood #ColdWave",rainfall,moderate,0.42,0,
8596cbac,2026-09-05 11:29:00,citizen_app,@user87240,Gujarat,Rajkot,22.27714,70.76279,"Rajkot traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #DustStorm #IMD #ColdWave",rainfall,moderate,0.81,0,
31e70861,2026-09-05 17:22:00,twitter,@user80058,Maharashtra,Ratnagiri,16.9997,73.36107,"Ratnagiri traffic disrupted due to heavy rainfall, several vehicles stranded on the flyover. #Monsoon2026 #HeatWave #StaySafe",rainfall,moderate,0.64,0,
b71e8ee8,2026-09-05 11:07:00,whatsapp_forward,@user13541,Rajasthan,Jaipur,26.8804,75.78729,"100% confirmed Jaipur bridge collapsed due to heavy rainfall, hundreds missing (unverified forward) #DustStorm #ColdWave",rainfall,moderate,0.13,1,
0520395c,2026-09-05 15:01:00,whatsapp_forward,@user77681,Gujarat,Rajkot,22.32169,70.84944,"Update from Rajkot: heavy rainfall continuing, local authorities have issued an advisory. #DustStorm #Monsoon2026 #WeatherAlert",rainfall,moderate,0.24,0,
6721767d,2026-09-03 14:43:00,news_wire,@NDRFHQ_Watch,West Bengal,Kolkata,22.55399,88.38758,Just saw heavy rainfall hit Kolkata - power supply flickering in our area. #Cyclone,rainfall,moderate,0.98,0,6f258020
31fab195,2026-09-02 10:35:00,whatsapp_forward,@user74380,Odisha,Mayurbhanj,21.89001,86.77462,"Mayurbhanj mein bahut zyada flooding ho raha hai, sadkon par paani bhar gaya hai. #StaySafe",flood,severe,0.24,0,
b8e3eac2,2026-09-05 09:45:00,instagram,@user49448,Rajasthan,Alwar,27.60058,76.62404,NDRF teams reportedly moving into Alwar as heavy rainfall worsens. #IMD #DustStorm #ColdWave,rainfall,moderate,0.43,0,32d6aee0
1b7a16cf,2026-09-02 18:39:00,news_wire,@CitizenReporterIN,Odisha,Sundargarh,22.07354,84.03963,"School closed today in Sundargarh because of flooding, notice came in this morning. #RainAlert #Flood",flood,severe,0.97,0,e7f7d457
9d8ef519,2026-09-05 11:13:00,facebook,@user42497,Jammu and Kashmir,Jammu,32.74021,74.80702,"School closed today in Jammu because of heavy rainfall, notice came in this morning. #HeatWave #ColdWave #Monsoon2026",rainfall,moderate,0.41,0,
267e9011,2026-09-05 19:20:00,news_wire,@CitizenReporterIN,Maharashtra,Ratnagiri,16.97456,73.34797,"Ratnagiri mein bahut zyada heavy rainfall ho raha hai, sadkon par paani bhar gaya hai. #WeatherAlert #ColdWave",rainfall,moderate,0.89,0,d009cfef
b4ba4ce2,2026-09-05 12:43:00,news_wire,@IMDWeather_Alt,Uttarakhand,Dehradun,30.27718,78.00067,NDRF teams reportedly moving into Dehradun as heavy rainfall worsens. #Cyclone #RainAlert #StaySafe,rainfall,severe,0.87,0,
0fc7e662,2026-09-02 06:18:00,twitter,@user18750,Chhattisgarh,Surguja,23.14058,83.20483,"Surguja experiencing flooding since morning, visibility very low on the highway. #IMD #WeatherAlert #Monsoon2026",flood,severe,0.6,0,
a94d23ff,2026-09-05 05:33:00,facebook,@user26106,Maharashtra,Ratnagiri,16.99026,73.33486,"Ratnagiri experiencing heavy rainfall since morning, visibility very low on the highway. #Cyclone",rainfall,moderate,0.54,0,d009cfef
62b32468,2026-05-30 06:06:00,news_wire,@NDRFHQ_Watch,Uttar Pradesh,Prayagraj,25.45092,81.83252,"Prayagraj mein bahut zyada a heatwave ho raha hai, sadkon par paani bhar gaya hai. #ColdWave #Flood",heatwave,moderate,0.99,0,ba7ea843
d63f0771,2026-09-02 18:54:00,twitter,@user58104,Chhattisgarh,Raipur,21.24317,81.59112,"Update from Raipur: flooding continuing, local authorities have issued an advisory. #Monsoon2026 #DustStorm #WeatherAlert",flood,severe,0.57,0,
3bd7c884,2026-05-28 22:09:00,instagram,@user24029,Rajasthan,Jaisalmer,26.88129,70.95368,"Abhi Jaisalmer mein a heatwave shuru hua, log ghar ke andar hi hain. #WeatherAlert #HeatWave",heatwave,severe,0.4,0,
d4129d57,2026-09-03 22:35:00,whatsapp_forward,@IMDWeather_Alt,West Bengal,Kolkata,22.55421,88.41197,"Kolkata experiencing heavy rainfall since morning, visibility very low on the highway. #ColdWave #IMD",rainfall,moderate,0.31,0,
7ec59e3c,2026-05-28 12:15:00,whatsapp_forward,@user48371,Rajasthan,Bikaner,28.04806,73.29676,"Citizen report: a heatwave in Bikaner. Water level rising near the river bank, please avoid the area. #IMD #ColdWave #StaySafe",heatwave,severe,0.28,0,
42e86304,2026-01-14 18:06:00,twitter,@user99530,Punjab,Amritsar,31.64604,74.91481,"Amritsar experiencing a cold wave since morning, visibility very low on the highway. #IMD",cold_wave,moderate,0.57,0,
18dc4829,2026-09-06 13:39:00,instagram,@user35571,Bihar,Patna,25.57543,85.18545,"IMD had warned about this — heavy rainfall now active over Patna, Bihar. #DustStorm #ColdWave #HeatWave",rainfall,moderate,0.45,0,
171fb8d5,2026-07-05 17:31:00,twitter,@CitizenReporterIN,Unverified,Ahmedabad,23.02239,72.52478,"Ahmedabad flooded because of cloud seeding conspiracy by neighbouring country, spread the word #HeatWave #WeatherAlert",rainfall,unverified,0.14,1,
d07b5812,2026-09-03 09:57:00,instagram,@user35502,West Bengal,Kharagpur,22.32474,87.35118,"Update from Kharagpur: heavy rainfall continuing, local authorities have issued an advisory. #Cyclone #WeatherAlert #HeatWave",rainfall,moderate,0.5,0,
aa1df800,2026-09-04 16:09:00,citizen_app,@user16712,Jharkhand,Jamshedpur,22.77457,86.22644,Just saw heavy rainfall hit Jamshedpur - power supply flickering in our area. #Cyclone,rainfall,moderate,0.83,0,
919f3c70,2026-09-02 23:00:00,whatsapp_forward,@user97039,Odisha,Keonjhar,21.65659,85.57199,"Citizen report: flooding in Keonjhar. Water level rising near the river bank, please avoid the area. #Monsoon2026 #DustStorm",flood,severe,0.17,0,
54619797,2026-07-25 21:44:00,twitter,@user81264,Unverified,Silchar,24.80983,92.79681,"My cousin's friend said Silchar got 10 feet of water in one hour, whole city gone, unbelievable #HeatWave #Cyclone",cold_wave,unverified,0.12,1,
